id,number_of_conversations,longest_conversation,longest_conversation_days,average_conversation_length,average_conversation_length_days,median_conversation_length,median_conversation_length_days,number_of_one_message_conversations,ghostings_after_initial_message,birthday,age_filter_min,age_filter_max,city_name,country,created_date,education,gender,interested_in,gender_filter,instagram,spotify,job,school,agr_total_likes,agr_total_passes,agr_total_matches,agr_total_app_opens,agr_total_messages_sent,agr_total_messages_recieved,active_till,days_active
45e6e25ca1f6dad948edede60fdebf78,582,106,485.36761574074075,5.536082474226804,7.808750258527424,2,0.039074074074074004,215,24,1996-09-16,18,1000,,,2014-02-24 09:01:46.419,1,0.0,1.0,1.0,0,1.0,,,68025,86255,2234.0,10507.0,3001,2407,2020-07-01,2319.0
464516b7548a3a00bdf87fd60394f23b,45,90,19.91658564814815,6.511111111111111,1.063923611111111,2,0.044502314814814,15,3,1987-09-18,25,36,,,2021-01-30 21:20:30.305,1,0.0,1.0,1.0,0,1.0,,,6024,13931,58.0,867.0,319,359,2021-08-26,208.0
465c4a1e90b62492e66617b8d12f36f0,39,67,38.97450231481481,4.948717948717949,1.6493868708452042,1,0.0,22,2,1995-06-29,21,30,Chicago,IL,2017-10-10 09:05:17.024,1,0.0,1.0,1.0,1,1.0,Video Production,Columbia College Chicago,7929,31571,78.0,2187.0,193,148,2021-09-04,1425.0
46814a7241a41a3c75c62206153c98e6,26,21,68.69616898148148,4.653846153846154,3.576850961538461,2,0.16983796296296202,5,7,1987-05-25,22,36,Chesterfield,England,2020-06-27 05:10:40.191,1,0.0,1.0,1.0,0,0.0,Team Leader,University of Derby,3572,29089,42.0,645.0,123,130,2021-10-02,462.0
46d6b1f600fd23ff21c522299b10898e,6,11,10.401319444444445,3.666666666666666,3.261313657407407,3,1.6753125,2,0,1999-11-21,19,25,Groningen,Groningen,2021-05-09 08:53:30.910,1,0.0,1.0,1.0,0,1.0,Psychology student,Rijksuniversiteit Groningen,1936,5163,,,22,16,2021-07-17,69.0
46dbcb66a80522ee0c4d431f11dac515,282,77,359.4125,5.98936170212766,5.159232786643025,2,0.021388888888888003,91,15,1987-12-20,30,36,,,2017-12-21 22:25:25.806,1,1.0,0.0,0.0,0,0.0,,,1943,10831,771.0,2019.0,1689,2132,2020-03-19,819.0
46f792a86d160cb35b7ebc778c71aab1,33,12,396.47171296296295,2.606060606060606,19.352839856902357,2,0.165925925925925,16,0,1995-04-06,21,25,Nottingham,United Kingdom,2018-12-15 23:49:08.828,1,0.0,1.0,1.0,1,1.0,,,2165,109264,55.0,5724.0,87,71,2021-08-15,974.0
471e4a61e8e28e3f984e09c0d38790f7,61,94,19.02142361111111,8.40983606557377,1.958779409532483,1,0.0,12,21,1996-02-19,18,38,,,2019-05-23 20:30:13.848,1,0.0,1.0,1.0,0,0.0,Rennmechaniker,Hochschule Stralsund,7785,7152,375.0,1737.0,512,621,2021-02-04,623.0
4727ef423c21b58c1e039e9625b5955d,9,64,8.392604166666667,11.11111111111111,1.27292695473251,3,0.012731481481481,3,0,1994-09-15,18,35,,,2020-03-14 09:41:25.131,1,0.0,1.0,1.0,0,0.0,,Université Paris Dauphine,1952,45156,52.0,3388.0,400,428,2020-05-24,71.0
476a9a7baee665b179173e5418f21306,158,82,184.31881944444444,4.829113924050633,6.310814580403186,2,0.021921296296296,45,25,2000-04-04,18,22,Wien,Österreich,2017-07-26 22:59:15.693,1,0.0,0.0,0.0,0,0.0,Student,Technische Universität Wien,13926,47418,832.0,6153.0,765,988,2021-09-07,1504.0
4777746e8f32fc793063013e210d30a0,49,345,9.362581018518519,29.3265306122449,0.9562681878306871,5,0.06096064814814801,5,5,1985-10-12,18,40,Barcelona,España,2021-10-11 17:20:10.434,1,0.0,1.0,1.0,1,0.0,PhD Data Scientist,University of Glasgow,4029,2745,,,1437,802,2021-10-25,14.0
47af3745a19f31c658e0883f885da91a,169,150,116.7828587962963,5.301775147928994,2.259429103659873,2,0.013587962962962,69,3,2001-05-02,18,25,,,2021-01-21 04:29:26.875,1,0.0,1.0,1.0,0,1.0,,The Ohio State University,12893,33331,322.0,4429.0,909,691,2021-08-15,206.0
47de2f10f14c23d1beba3afa0e46f11e,8,10,2.6379513888888892,3.125,0.625345775462962,3,0.011736111111111001,2,0,1992-10-29,18,44,,,2021-10-07 02:09:01.647,1,0.0,1.0,1.0,0,0.0,,,1325,668,,,25,21,2021-10-10,3.0
484858c0a7f95ea29e16dfd0e0a9970b,358,185,136.55726851851853,13.910614525139664,1.8842937875025871,3,0.016516203703703002,60,32,1989-06-14,21,26,Pasadena,CA,2018-06-09 07:50:40.619,1,0.0,1.0,1.0,0,0.0,Manager,,14570,23113,740.0,5977.0,4978,4190,2020-10-21,865.0
48577c92e4c59d8603d6cdc4fe04f221,17,1051,38.841064814814814,105.47058823529412,5.890095315904139,4,0.48931712962962903,4,1,1997-10-23,21,22,,,2019-11-29 16:40:23.568,1,0.0,1.0,1.0,0,0.0,,,3579,6894,43.0,1957.0,1793,2180,2020-09-02,278.0
4883487027b8a0e879744f12050b9b6a,21,230,14.156458333333333,18.238095238095237,1.938123897707231,3,0.043067129629629004,9,0,1996-03-13,21,60,,,2021-01-08 01:21:25.369,1,0.0,1.0,1.0,0,0.0,IT Technician,,1436,1302,37.0,409.0,385,459,2021-09-16,251.0
49554bf9239a2ad19768763ac49b66eb,2,7,185.19293981481482,5.5,92.7060474537037,7,185.19293981481482,0,0,1991-12-06,24,38,Berlin,Germany,2020-09-12 10:53:41.316,1,0.0,1.0,1.0,0,1.0,"Trust Me, i am a Engineer",,187,347,3.0,47.0,11,6,2021-03-18,187.0
497cf35a2a7caf7c896d8c1fa73cd49e,414,20,68.9849074074074,2.181159420289855,2.053231123635711,1,0.0,223,48,2000-09-02,18,30,,,2021-07-13 17:42:15.366,1,0.0,1.0,1.0,0,0.0,Tjener,,3122,3769,,,907,837,2021-09-27,76.0
499576b9ebd6e28e253e665f21829d19,5,33,59.60738425925926,7.4,13.116659722222224,1,0.0,2,1,1996-04-07,22,30,Groningen,Groningen,2020-10-08 19:25:09.813,1,0.0,0.0,0.0,0,0.0,,,354,3193,24.0,245.0,37,66,2021-02-08,123.0
4a12c0b5dda26618836ef4f1b7570ffc,9,38,0.46309027777777706,13.11111111111111,0.09739969135802401,2,0.006759259259259001,1,0,2000-10-27,18,30,Kuressaare,Estonia,2021-04-17 05:52:03.724,1,0.0,1.0,1.0,0,1.0,ceo of racism,kuressaare gümna umbes,194,2885,,,118,98,2021-08-28,133.0
4a34edb0b86d4e4483d818b46a859251,289,141,234.79471064814814,10.816608996539792,5.777839252531078,3,0.23068287037037002,65,24,1999-05-28,18,27,,,2019-08-29 13:45:08.639,1,0.0,1.0,1.0,0,0.0,,,10861,11460,1284.0,4459.0,3128,2642,2020-11-09,438.0
4a9af956215ed95ca0e3a1ea0a088d86,481,160,307.1500925925926,3.191268191268191,2.9289918524293532,1,0.0,227,103,2001-02-05,18,40,,,2019-06-24 17:11:45.883,1,0.0,1.0,1.0,0,1.0,,,78596,5951,1667.0,5420.0,1555,1296,2020-11-28,523.0
4ad5952d20a1b415d90767f63faa8d35,87,76,1280.7730439814816,9.827586206896552,21.460614490208595,2,0.000277777777777,7,33,1995-08-07,20,29,,,2014-06-22 18:41:47.129,0,0.0,1.0,1.0,0,1.0,,,23990,18315,508.0,1379.0,542,426,2020-01-31,2049.0
4afedf50a0e49727cc88dd23362c0074,1413,96,131.2453125,3.40481245576787,0.8198362592068351,2,0.0021874999999999998,410,253,1997-09-03,18,30,,,2019-05-21 20:07:32.210,1,0.0,1.0,1.0,0,0.0,Engineer,,33559,89969,2820.0,7599.0,4852,5591,2020-12-15,574.0
4b0f400f12d8c03ccedbddec18826f9b,1,1,0.0,1.0,0.0,1,0.0,1,0,2001-10-11,18,19,,,2021-04-15 14:23:52.855,1,0.0,1.0,1.0,0,1.0,,Penn State Brandywine,2649,1689,,,1,0,2021-06-12,58.0
4bad274544c5e4f8f27b7aff1ecaeee5,128,41,99.99565972222223,4.4453125,2.209696361400462,1,0.0,58,8,1992-12-31,23,35,Kansas City,MO,2020-06-19 11:44:09.490,1,0.0,1.0,1.0,0,1.0,,,2357,17123,216.0,2567.0,579,482,2021-01-16,211.0
4bae60790120dc8892e04ab168e16874,8,6,0.8469560185185181,1.875,0.26990740740740704,2,0.036064814814814,3,1,1999-04-16,18,22,,,2021-01-02 13:50:49.540,1,0.0,1.0,1.0,0,0.0,,Deltion College,7221,3692,55.0,1034.0,15,18,2021-03-16,73.0
4bc492e5a9626a4ba3e2ee8dcf7c73b1,176,93,327.60130787037036,6.352272727272727,12.228651554608586,2,0.132465277777777,59,10,2000-10-22,18,40,Athens,Athens,2019-01-11 04:34:01.580,1,0.0,1.0,1.0,0,0.0,,University of Georgia,21244,101433,231.0,7069.0,1153,1044,2021-10-15,1008.0
4bd387b667911de9d717acb61bcb9d62,818,79,203.97704861111112,2.119804400977995,1.03466487537354,1,0.0,229,319,2001-07-09,18,25,,,2020-02-28 22:52:28.260,1,1.0,0.0,0.0,1,1.0,,,3645,43515,1107.0,2343.0,1849,3011,2021-07-28,516.0
4bd6b41e863bcf347479da7b3e54527a,38,59,188.79357638888888,12.236842105263158,5.939815423976608,7,0.18766203703703702,2,7,1991-10-30,18,49,,,2018-10-14 11:43:25.952,1,0.0,1.0,1.0,0,0.0,Sivilingeniør,,51971,16468,690.0,11401.0,465,434,2021-02-10,850.0
4bfe95db9208e17a08be783053653ad4,91,24,523.9455092592592,3.483516483516483,34.59632224257224,1,0.0,41,9,1993-04-13,18,29,Toronto,ON,2015-07-31 09:23:49.179,0,0.0,1.0,1.0,1,0.0,,,83555,132416,210.0,7884.0,317,304,2019-08-21,1482.0
4ce50c347fd63f270f66a8ea094fbd14,139,325,42.4465625,12.223021582733812,1.332348704369838,2,0.013738425925925002,41,4,1990-09-09,22,35,Pully,Vaud,2019-06-22 08:28:46.595,1,0.0,1.0,1.0,0,1.0,Manager,HES-SO,58805,17755,154.0,8271.0,1725,1545,2021-03-24,641.0
4d453eac74cc1cc8d3af40a737a92210,47,124,15.46412037037037,16.638297872340427,1.118370518124507,2,0.003854166666666,18,0,1997-10-15,20,45,Brno,Czechia,2020-10-01 08:31:36.708,1,0.0,1.0,1.0,0,1.0,software developer,Masaryk University,3858,13014,53.0,1100.0,819,490,2021-09-02,336.0
4d4b3775d3c6ebe38e4c98aca0d64971,596,281,354.4463773148148,12.052013422818792,4.506540944258018,4,0.063981481481481,144,39,1977-10-06,33,47,Mooresville,North Carolina,2019-07-11 21:01:48.944,1,0.0,1.0,1.0,1,1.0,,,20337,22169,1395.0,7130.0,7209,7213,2021-03-24,622.0
4d4e9216bb1f09b20f2867e7e3572f96,42,18,4.035347222222223,2.5,0.25133680555555504,1,0.0,21,3,1998-12-07,18,24,,,2019-12-08 18:36:52.095,1,0.0,1.0,1.0,0,0.0,,,10692,9752,125.0,1609.0,105,80,2020-10-06,303.0
4d7fd840744000363cb6dc8d12721279,8,55,7.990914351851852,21.25,2.9160286458333333,26,3.078912037037037,1,0,1998-11-28,20,25,Zürich,Schweiz,2020-12-23 14:20:02.938,1,0.0,1.0,1.0,0,0.0,,,477,3037,28.0,2000.0,171,185,2021-01-30,38.0
4d9460bae7861e7b07e2e2fe2f121d26,1933,1049,428.6645486111111,25.374030005173307,8.696301068431353,9,0.0453125,412,50,1986-02-16,18,1000,,,2020-03-21 14:31:57.283,1,0.0,1.0,1.0,0,1.0,,,91526,5907,1833.0,16144.0,51989,56173,2021-09-09,537.0
4dbb4c91b677a4a8cadcb27a3122c93a,89,42,82.85895833333333,6.0,3.678365454640033,3,0.018599537037037,18,13,1994-05-15,18,38,Helsinki,Uusimaa,2020-08-25 01:51:55.248,1,0.0,1.0,1.0,0,0.0,,,12060,61449,637.0,4264.0,540,423,2021-02-04,163.0
4dbc8b132172365fba91dfeb04cba415,205,1559,59.04850694444445,21.71707317073171,3.228542400632339,3,0.041701388888888004,53,13,1997-06-13,18,60,,,2020-04-08 19:17:46.448,1,0.0,1.0,1.0,1,0.0,,Tampereen yliopisto,22603,82868,1524.0,19030.0,4453,4594,2021-01-21,288.0
4e181db19bfe31ca64efc5c6346ca909,4,42,5.169074074074074,15.75,2.34765625,17,4.221296296296296,0,0,1999-03-11,18,31,,,2020-11-08 05:00:16.710,1,0.0,1.0,1.0,0,0.0,,,185,1286,43.0,609.0,65,46,2021-03-02,114.0
4e667f71ca262d99303748e8849a6774,128,343,103.14105324074075,14.734375,10.562340133101848,5,0.054039351851851006,38,0,1991-07-17,23,36,,,2020-09-12 21:05:01.091,1,0.0,0.0,0.0,0,0.0,,,1192,13959,137.0,613.0,1886,1642,2020-12-31,110.0
4e916dcf5ecfaa5999e28488a09a7e1c,457,53,693.8679976851852,3.899343544857768,2.719122649728503,1,0.0,193,36,1985-08-07,21,34,New York,NY,2017-07-21 00:44:41.004,0,0.0,1.0,1.0,0,1.0,,,2139,4128,950.0,8841.0,1782,1394,2021-03-19,1337.0
4e9d4f143860a7bc22ea7a1a8d14638b,2,48,0.9957291666666661,26.5,0.515787037037037,48,0.9957291666666661,0,0,1991-11-18,20,29,Bratislava,Slovakia,2021-01-12 14:04:41.195,1,0.0,1.0,1.0,0,0.0,,FMUK,47,6744,3.0,276.0,53,67,2021-02-10,29.0
4edcebaf0e24706604dc37e5b1852981,15,120,10.102118055555556,26.066666666666666,2.435091049382717,7,1.959224537037037,3,0,1994-01-21,18,35,Porto Alegre,Rio Grande do Sul,2021-06-23 02:29:49.020,1,0.0,2.0,2.0,1,1.0,,,2607,34508,,,401,354,2021-07-21,28.0
4f1fd3fa19c36e1f833a74709b6bc798,6,18,2.902094907407407,4.166666666666667,0.5262519290123451,1,0.0,4,0,1999-12-31,18,27,,,2021-07-30 01:58:32.006,1,0.0,1.0,1.0,0,0.0,,,3232,23344,,,25,33,2021-10-17,79.0
4f26f7cc49a287a6c05379c899640e66,211,144,90.56608796296297,5.090047393364929,2.53834902141478,1,0.0,83,45,1984-09-14,18,34,,,2013-09-30 08:26:55.775,0,0.0,1.0,1.0,0,1.0,Scientist,,70081,48839,567.0,7464.0,783,878,2020-05-06,2410.0
4f4afc0f8102adfb457c7d2905de2bf4,6,21,6.3205787037037044,7.833333333333333,2.037951388888888,4,0.007337962962962001,2,0,1998-04-08,18,1000,Bryan,Texas,2021-08-01 02:20:15.046,1,0.0,1.0,1.0,0,1.0,,,4420,7604,,,192,136,2021-08-12,11.0
4fc50a68a7e10121d3976e81b8671130,32,54,8.201539351851851,6.4375,1.056417462384259,3,0.002824074074074,8,0,1995-12-25,18,26,,,2021-07-27 17:27:00.063,1,0.0,1.0,1.0,0,0.0,,Universidad de Los Andes,8432,32520,,,832,628,2021-08-12,16.0
5008aac977b015ea0ffd49b87cedf5db,11,2,2.115173611111111,0.5454545454545451,0.19228851010101,0,0.0,4,6,1996-11-08,18,30,Madison,Alabama,2021-04-01 23:04:13.189,1,0.0,1.0,1.0,0,1.0,Computer Engineer,Mississippi State University,2433,13310,7.0,50.0,8,8,2021-08-09,130.0
507be9dcb7b5d3971a41354fdb0a7c7f,49,33,88.96677083333333,5.6938775510204085,3.446247874149659,1,0.0,19,7,1995-11-07,20,27,Kongens Lyngby,Denmark,2017-11-28 21:39:21.168,0,0.0,1.0,1.0,0,1.0,,,19894,8469,354.0,3309.0,282,254,2020-12-15,1113.0
5080f28d6123204e2ee769e2c661bf7a,26,10,10.466759259259259,2.769230769230769,0.6575498575498571,1,0.0,14,0,1998-01-29,18,35,Минск,Беларусь,2020-10-23 22:25:07.120,1,0.0,1.0,1.0,0,0.0,Software engeneer,Белорусский государственный университет информатики и радиоэлектроники,674,1374,23.0,233.0,73,54,2021-06-18,238.0
50a80674299455bee9043e6dece2351b,8,7,1.748171296296296,4.375,0.579405381944444,5,0.6027430555555551,1,0,1999-05-19,18,30,,,2021-02-24 06:18:45.387,1,0.0,1.0,1.0,0,0.0,Etudiant,Université de Rennes 1,3091,1899,13.0,417.0,35,28,2021-04-02,37.0
50c73662d08433eba3ebd541003b2143,8,1,0.0,0.875,0.0,1,0.0,7,1,1996-02-22,18,34,Southington,Ohio,2020-10-10 10:48:15.073,1,0.0,1.0,1.0,0,1.0,,Lambda Online,1631,338,3.0,235.0,9,8,2021-03-23,164.0
50cab907936c89a83f722cc998340a05,22,25,32.19204861111111,5.227272727272727,6.977533143939394,2,0.9967245370370371,8,0,1994-09-21,18,36,Prague,Czechia,2020-10-01 17:14:58.865,1,0.0,1.0,1.0,0,0.0,Software Developer,,3156,30407,28.0,851.0,120,80,2021-07-20,292.0
50e1134349bc4378cd7b2e904bc0d7b9,4,10,10.981377314814814,5.0,3.541085069444444,5,2.894375,1,0,1990-04-13,23,33,,,2016-01-13 22:03:09.660,0,0.0,1.0,1.0,0,0.0,,,3078,9724,6.0,434.0,26,16,2020-04-08,1547.0
51209340c87da1491220f4b99f6c41ef,266,109,1197.2396875,10.345864661654135,18.49180046470343,3,0.055532407407407,95,1,1997-11-08,21,27,London,United Kingdom,2016-07-15 08:48:42.043,0,0.0,1.0,1.0,1,1.0,,University of Cambridge,7355,14374,408.0,5468.0,2786,2426,2021-07-26,1837.0
517760c7c268cd48d9a7de5029d09fbb,177,475,138.1143287037037,16.129943502824858,7.326158911383137,4,0.251770833333333,47,0,1997-04-04,20,25,Bristol,RI,2016-05-20 19:48:02.122,0,0.0,1.0,1.0,0,0.0,,University of Rhode Island,33421,42571,190.0,14015.0,2846,2512,2020-05-07,1448.0
51784815e1d5d079eaf7d1990a6f95e7,22,165,55.555543981481485,15.772727272727273,4.053301241582492,2,0.021655092592592,9,0,1987-07-14,18,40,,,2021-03-20 07:28:12.044,1,0.0,1.0,1.0,0,0.0,,,2983,28656,6.0,295.0,368,272,2021-09-29,193.0
518a6e149e8c8da3d0ef421dc9775b95,84,1605,261.0427314814815,48.857142857142854,9.523831018518516,3,0.009004629629629,29,0,2000-06-14,18,22,Karlsruhe,Germany,2019-04-02 22:12:09.444,1,0.0,1.0,1.0,0,1.0,,Karlsruhe Institute of Technology,8896,25843,88.0,2850.0,4156,2945,2021-08-28,879.0
51cdaf20c7ed3e57977ac39a31fd00db,5,33,0.28973379629629603,8.0,0.065087962962962,2,0.00024305555555500003,1,0,1998-01-30,18,26,Barletta,Italia,2021-08-28 21:44:33.426,1,0.0,1.0,1.0,0,1.0,,Università degli Studi di Bari Aldo Moro,151,548,,,66,51,2021-08-30,2.0
51fc9e218bb9785ef8a6814e282cf8d8,273,76,816.7718518518518,4.615384615384615,10.282885760073258,2,0.000150462962962,94,2,1995-07-08,18,1000,,,2016-02-15 13:35:24.400,1,0.0,1.0,1.0,1,1.0,,,32205,68706,1121.0,10899.0,1258,996,2020-01-07,1422.0
5220ae6e6720d90a7c329422a054fe5f,10,34,2.105972222222222,4.6,0.38019328703703703,2,0.002789351851851,2,3,1996-01-20,18,35,,,2021-09-09 17:22:48.153,1,0.0,1.0,1.0,0,0.0,,,412,3358,,,50,37,2021-09-21,12.0
522f9570770f2e6ea0868133e10b1087,13,5,0.519328703703703,1.692307692307692,0.05240740740740701,1,0.0,7,1,1994-10-05,21,45,,,2021-07-30 01:11:15.034,1,0.0,1.0,1.0,0,1.0,,,3980,2341,,,22,9,2021-09-18,50.0
52a5c727d5a446916f0d469e70cc5f20,209,412,14.901180555555555,17.77511961722488,0.6399702064504691,5,0.023356481481481003,52,7,2003-08-11,18,19,,,2021-01-24 22:14:53.473,1,0.0,1.0,1.0,1,0.0,,Hochschule Bochum,9025,7333,,,3731,2826,2021-10-09,258.0
52f8372596a7db0db14ac879e4141fe7,14,38,4.201932870370371,8.0,0.754641203703703,6,0.08077546296296201,4,0,1995-06-20,19,32,Madison,Wisconsin,2021-03-06 22:09:21.322,1,0.0,1.0,1.0,0,0.0,Prediction Market Trader,,257,823,16.0,553.0,116,108,2021-03-27,21.0
532f0eaeccfd3cfc16c3f19c01986d37,624,133,533.1965856481481,9.137820512820513,10.008329642242403,3,0.120416666666666,188,54,1998-01-01,21,35,Oslo,Norway,2016-01-01 09:30:07.551,0,0.0,1.0,1.0,0,0.0,,MIT,24371,24517,3316.0,6905.0,3460,3279,2017-12-30,729.0
536368ab4f43a607953cb91a9789d95f,173,165,887.2996412037037,10.890173410404625,7.045185720402484,4,0.024305555555555,32,21,1986-05-08,30,44,Chicago,IL,2013-08-25 23:12:36.631,0,1.0,0.0,0.0,1,1.0,,,2867,85557,524.0,6530.0,1859,2005,2020-11-23,2647.0
53ade31c0fa69e530bd79d0c71dbe60b,96,861,89.9642013888889,49.46875,6.101508969907409,15,0.9957638888888881,6,1,1987-10-21,26,36,Cluj-Napoca,Cluj County,2014-10-09 15:43:06.020,0,0.0,1.0,1.0,0,0.0,,,16394,22312,484.0,6787.0,4589,4499,2021-09-24,2542.0
53b040b1cfa1cf3e5824f8840d060363,49,45,14.1784375,3.448979591836734,0.7350160619803471,1,0.0,21,10,1989-01-31,26,33,Mount Vernon,WA,2020-05-27 19:53:06.478,1,0.0,1.0,1.0,0,1.0,Truss Designer,Eastern Washington University,20139,17922,144.0,1465.0,169,164,2020-11-30,187.0
53b5a9f465a2f47d859ab9769fafe209,86,37,44.96295138888889,4.627906976744186,2.476700581395349,2,0.029791666666666,27,8,2000-08-06,18,22,New York,New York,2020-01-27 23:49:56.223,1,0.0,1.0,1.0,1,1.0,,New York University,804,10759,473.0,942.0,418,483,2020-07-25,180.0
53f6bdb7eeb0c0eedf8dbf5c271ff887,1387,169,227.62947916666667,4.992790194664744,1.776893992496461,2,0.00021990740740700002,492,163,1999-11-24,18,1000,,,2017-12-12 06:15:33.466,0,0.0,1.0,1.0,0,1.0,,,46099,114749,6711.0,87103.0,6934,7594,2020-12-15,1099.0
53fbeac29abbe82a1b778ab236e9ecb7,1275,868,920.4778472222222,20.215686274509803,11.0054232116921,5,0.031967592592592,138,66,1982-10-29,18,41,,,2016-08-03 08:08:12.702,0,0.0,1.0,1.0,1,0.0,Sr. Director,University of British Columbia,41721,48998,2650.0,9719.0,25761,16256,2020-07-10,1437.0
540d4e9de705e8f105fd52e050930f4f,0,0,0.0,0.0,0.0,0,0.0,0,0,1999-12-04,19,23,Austin,Texas,2021-06-19 09:54:26.911,1,0.0,1.0,1.0,0,0.0,Software Engineer,Chattanooga State Community College,118,451,,,0,0,2021-08-23,65.0
5449290fde2906e39d4eb782f7b6e766,33,170,49.808564814814815,12.545454545454545,4.791269640852974,2,0.000254629629629,4,12,1988-08-08,23,32,Trondheim,Norway,2019-01-30 22:28:56.620,1,0.0,1.0,1.0,0,1.0,,,16314,63971,284.0,6403.0,414,370,2020-12-06,676.0
54760c829616a6ad6d0a347e88e9aeb4,44,32,28.197280092592592,5.159090909090909,2.338040298821548,2,0.017581018518518,15,5,1994-01-23,27,34,,,2020-02-28 14:29:45.178,1,1.0,2.0,2.0,0,0.0,UX Designer,,1409,14961,160.0,644.0,250,349,2021-09-18,568.0
54c3e8a1dad6af2797dbf3f1b5da61c9,0,0,0.0,0.0,0.0,0,0.0,0,0,1992-04-03,18,38,Niort,France,2021-03-25 13:28:16.798,1,0.0,1.0,1.0,0,1.0,,,25,339,0.0,29.0,0,0,2021-03-25,0.0
55307c57a6280c24f810af2d2df1f2b5,0,0,0.0,0.0,0.0,0,0.0,0,0,2000-01-08,18,27,,,2021-06-30 02:15:49.497,1,0.0,1.0,1.0,0,0.0,,,50,94,,,0,0,2021-06-30,0.0
553652e94a222267bab6feb8413f9e91,117,99,282.1634375,5.085470085470085,4.90145754194365,3,0.7812037037037031,29,2,2000-02-05,18,22,,,2019-10-13 02:30:54.521,1,0.0,1.0,1.0,0,1.0,,,6926,6080,333.0,5290.0,602,638,2021-01-25,470.0
555a0ce088fde391ce95924c6782a3d3,271,26,168.30221064814816,2.103321033210332,2.877356840235069,1,0.0,99,80,1998-08-20,18,33,Waco,Texas,2017-01-26 04:57:35.782,0,0.0,1.0,1.0,0,0.0,Home Theater Agent,,34424,24734,1109.0,2922.0,688,715,2021-07-21,1637.0
55ce58f2b0fb4330518383326e1fe4e6,385,76,106.37054398148148,5.392207792207792,2.497845177970177,2,0.006875,181,4,1995-06-03,19,28,Maastricht,Netherlands,2015-01-27 19:09:31.391,0,0.0,1.0,1.0,0,1.0,,,50896,12136,464.0,5828.0,2107,2154,2021-08-25,2402.0
55db97bdacde0421d7fba684872c93a5,467,150,6.2721875,5.965738758029978,0.251641511023871,2,0.007523148148148,182,5,1998-05-21,18,24,,,2020-08-13 20:56:50.002,1,0.0,1.0,1.0,0,0.0,Med Student,,6225,3488,671.0,2626.0,2820,2478,2020-12-21,130.0
55f280bebc177d0fd6ec6d218dc65657,17,278,9.875787037037037,23.352941176470587,1.565360838779956,3,0.0013078703703700001,2,2,1995-10-05,18,31,Wrocław,Polska,2021-03-26 21:59:19.473,1,0.0,1.0,1.0,0,0.0,,,1993,4387,152.0,1256.0,402,277,2021-04-11,16.0
55f30900406ed041831fa5335606a5c8,298,102,36.19278935185185,5.808724832214765,0.9584944382301761,2,0.005868055555555,118,16,1990-03-08,18,1000,Gainesville,FL,2021-05-31 13:34:40.533,1,0.0,1.0,1.0,1,1.0,,,6040,3551,,,1761,1629,2021-08-27,88.0
561db49881acc5a8bded1bef6f494e08,87,99,47.713738425925925,8.71264367816092,1.806317315879097,3,0.016377314814814,20,1,1980-01-03,18,48,Istanbul,Turkey,2021-01-04 00:44:47.994,1,0.0,1.0,1.0,0,0.0,,,9362,24087,52.0,2310.0,922,743,2021-07-03,180.0
56211e6992c95697c1ddd176ab661210,223,23,149.56684027777777,4.130044843049327,3.118151314150473,2,0.058726851851851,69,14,1990-02-25,18,1000,Oshkosh,Wisconsin,2019-09-04 03:35:57.458,1,0.0,1.0,1.0,1,0.0,"Engineer, Axe throwing instructor",Missouri University of Science and Technology,19142,44601,426.0,5346.0,920,1034,2020-10-24,416.0
563d21dae500d1420efb2ff75bbc20f7,184,48,93.48197916666666,4.304347826086956,2.410247961956521,2,0.025277777777777,64,0,1995-10-06,18,30,,,2019-08-02 03:02:27.040,1,0.0,1.0,1.0,1,0.0,Marketing,,4685,19193,333.0,2176.0,791,620,2020-11-26,482.0
5642034c5da30dfe19bc98091fea5422,0,0,0.0,0.0,0.0,0,0.0,0,0,1998-07-07,21,25,Gelsenkirchen,Germany,2021-08-23 21:10:28.048,1,0.0,1.0,1.0,0,0.0,Industrial designer Intern,ISD Rubika,273,1184,,,0,0,2021-08-27,4.0
56b15852fd75873cd9074e9284a21bc9,35,5,74.41721064814814,1.457142857142857,4.844931547619047,1,0.0,15,10,1998-08-26,18,1000,Sycamore,Illinois,2019-06-10 17:27:05.166,1,0.0,1.0,1.0,0,0.0,Sales,Bellevue University,26631,15891,39.0,1565.0,57,38,2021-01-03,573.0
56e5773cf3c999ecb971ee38f07f582a,1460,89,1330.3545717592592,3.441095890410959,7.206556594051245,1,0.0,550,271,1994-05-08,18,33,Malgrate,Italy,2013-05-20 21:57:11.789,0,0.0,1.0,1.0,1,1.0,Founding Designer,Istituto Europeo di Design - Milano,116539,46538,4114.0,18781.0,3689,3975,2021-07-06,2969.0
56f9986765e7708d00a6c574f8b1b4eb,75,45,63.46228009259259,7.32,3.457246450617285,2,0.10180555555555501,29,1,1998-02-26,20,23,Milano,Italia,2020-03-06 21:45:48.442,1,0.0,1.0,1.0,0,0.0,,Politecnico di Milano,5433,19771,108.0,3647.0,558,357,2021-01-31,331.0
5709abc8f96b3fb4bf2067ca321544b3,109,203,6.897997685185185,10.825688073394495,0.569568573734284,2,0.049097222222222,42,0,1994-01-24,25,34,Poznań,Poland,2017-01-18 12:09:48.788,0,0.0,1.0,1.0,0,0.0,,,42080,99884,712.0,21476.0,5200,4868,2021-08-12,1667.0
